User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
illinoistravelere,,3,06/12/2016,Are you on a budget or tight schedule?  Then you might not wish to use Divvy Bikes,"It SOUNDS like a great idea, but..........beware.  You must re-dock every 30 minutes, or incur an additional charge.  If a station is full, you'll have to bike to the next closest one.   Or the next closest one after that.  And so on......."
110laram,,1,06/10/2016,Horrible!!!,Great concept horrible executuon!!!  Stations not working customer service not helpful. Ruined our day walking trying to fund a working station!
819mattc,"Ripon, United Kingdom",5,06/07/2016,Excellent way to get around,"Ok, it's a bit of a hassle to set up the system but persevere as the bikes are a great way to get around and see the sights. I cycled from the conference centre all along the lake from to the top of the magnificent mile in less than 30min. Then took another bike later up to Lincoln Park along the lake shore. The bikes are easy to ride, in good condition and there is a really good map on line which shows the network of cycle paths. "
Lucretia P,Turks and Caicos,4,06/04/2016,Biking in Chicago,"We had a lot of fun biking along the lake shore on our recent trip to Chicago. I want to caution others to be careful about the return of their bikes. It can be tricky to get your bike locked in so the time meter stops. I had a charge of over $110.00 on my debit account when I got home, for less than two hours of biking. I called the company and to their credit they did give me a partial refund."
Campingcameron,,1,06/01/2016,Bummer! Broken Pay Machine!,"When trying to pay and have a ride outside the Shed Aquarium, we were told the payment machine was broken, AND when the gentleman involved called to ask for help, he was told they, the company, could not do anything! We will try to ""Bike and Roll"" closer to our hotel tomorrow! Sounds like fun!!"
malvina05,"Chicago, Illinois",1,05/23/2016,It's a RIP OFF!!! You might as well buy a bike for this price!,It's such a rip off and the pricing is not very clearly stated. We thought that we would pay $9.95 for the 24 hour pass plus $8 to not have to keep docking it every 30min. Wow were we wrong! It's 9.95 plus $8 if you have it for up to 90min plus $8 for each additional 30min. My card was charged $63 for couple hours of divvy. DO NOT USE IT!
nancy K,"Chicago, Illinois",1,05/11/2016,"Avoid the Nightmare of Renting a Divvy Bike, can be costly and very frustrating!!!","We tried to use a Groupon on 3 bikes and what a nightmare for several reasons: The system to check out bikes is too lengthy even without the Groupon. I could only use 1 credit card for each bike, therefore I used 3 credit cards, then not knowing which is for what bike. The touch screen you have to input all the information is not touch sensitive, so you end up reentering and pushing harder for all the information it is asking you, several screens to go through, while a line is forming behind you. At the end of trying to rent 3 bikes it took us almost the 30 minutes to get the bikes only to have to re dock the bikes at the same station, yet we would have to wait in the line of disgruntled customers after we took so long. 30 minutes for anyone whether a commuter and especially for a tourist which it seems to attract is way too short. Plus we ended up getting charged over $30 on each credit card for keeping the bikes for 2 hours, since we wanted to avoid the nightmare of having to re dock them every 30 minutes due to the confusion of 3 credit cards and a line of people at the stations. Also there are not always even bikes or dock slots open. So, if you are a tourist for the day in Chicago, we recommend avoid the DIVVY bikes due to the fact of long time to go through the screens and it doesn't take all credit cards and the time limit of 30 minutes, you really only have 20 minutes once you get going to find the next nightmare dock. They are not helpful in refunding either. This is not the only poor experience we have had so be warned to stay away from DIVVY until they improve their customer service in many aspects."
ProfDave,Seattle,4,04/20/2016,Handy way to get around,"We found Divvy a convenient way to get around the Chicago lakefront. The bicycles are standard bikeshare 3-speeds: heavy and slow but functional. We rode them from the Field Museum to the Art Institute, then up the lakefront to the beginning of the Magnificent Mile. Chicago drivers seemed pretty tolerant of bikes but it is a busy city so it helps to be comfortable biking in traffic. You are not supposed to bike on the sidewalk. The lakefront path is a very pleasant ride.The key to bikeshare is to use them for point-to-point travel of less than 30 minutes, not a leisurely bike ride, as the charges increase after 30 min. It's also a very good idea to download the app as it'll tell you where the docking stations are located - and importantly whether there are any available bikes or open spots to dock. The dock closest to the Art Institute was full in the early afternoon on Friday so we had to find the next closest, a couple of blocks away."
Jodi D,"Minocqua, Wisconsin",5,03/23/2016,Loved this!!,"At first I was a bit intimidated on how to use this but was actually very easy. Unfortunately, your not allowed to ride on the sidewalks and we actually got yelled at in Millenium park for riding the bikes. Once we discovered the bike trails along the lakewalk we were hooked. We were easily able to get around and dock our bikes close to every location we wanted to visit including the Navy Pier and all the museums. My teenage son loved it! "
Cameron J,"Iowa City, Iowa",1,03/19/2016,This was a bad idea,"My wife and I and another couple were visiting Chicago and decided to take a nice bike ride down the coast. We parked by a station with some open bikes, and were excited to check them out. To our dismay, we learned that you are charged extra for every half hour you have the bikes checked out. So we came up with a plan to stop and switch out bikes every half hour or so since you are not charged extra. This worked at first, but was a huge pain and instead of being able to take a nice ride, we were biking as fast as we could to get to the next station. We stopped after about an hour to go check out the beach and left our bikes at the station. After spending a few minutes there, we decided to head back, this time deciding that we wouldn't stop along the way so that we could enjoy the ride. But this time, the machine wouldn't read either of our credit cards. We called customer service and they just told us to walk to the next station. We were pretty annoyed about this since we only paid for two hours of parking and needed to get back. But we walked to the next station anyway. Once we got there, it read my credit card, but said we still had a bike checked out! We called customer service again, and they told us we had to go BACK to the last station to check on the bike, even though we had all checked our bikes and made sure they were secure. So one of us headed to the car, while the rest of us had to go back to the station. Long story short, our 2 hour leisurely bike ride turned into a one hour bike race down the coast followed by another hour and a half of walking back and forth. The machines didn't work, the customer service basically couldn't do anything about it, and they offered no refunds or compensation. If you're on a timetable or a budget, these are a bad idea."
FitnessTravelers,,5,03/07/2016,Excellent Way To Get Around,"I'm a chicago bike commuter. I have  been happy using Divvy bike system for 2 years! Annual membership very affordable. Excellent way to get around and see the city! Upgraded this past year with increased 
bikes/docks for areas north and south of downtown."
Kilgore_Trout_88,"Phoenix, Arizona",4,10/28/2015,Fun but Beware of the Fee Options,We rented the Divvy Bikes when we visited Chicago. We bought the 24 hr pass and thought that allowed us unlimited use. Only to find that only the first 30 minutes of each segment is free and after that there are per hour charges. So our 2 hour ride ended up costing us $45 (which I didn't know until the credit card bill came). I should have taken more time to read all the fee options at the Kiosk. We rode along the lake and it was really beautiful - nice trail for bikes.
Legamania,"Denver, Colorado",4,10/14/2015,"Good System, But Be Prepared & Do Your Homework!","This was my wife's & my first time using a public-share bike system and we really enjoyed it. Primarily we used it along the lake shore and not downtown itself (we didn't feel safe riding on the streets with so much traffic). In general the bikes were comfortable, easy to use and in good working condition. With that being said you really need to be prepared and do your homework. Once you pay your $10 +/- you can use the bikes all day but only in 30 minute intervals. True, this can be a challenge (that's how they make their $) so you have to know where you're going and if there is a station(s) along the way. I strongly recommend checking out their website and reviewing their policies, maps & videos before using this system. I also downloaded their mobile app which had an interact map showing all of their bike station locations. I've read some complaints saying that the app showed a station only to find, upon arriving to that location, there was no station there. We never had that problem. However like other reviewers have commented, we have rode our bikes to stations only to find that there were no bikes available to use (for example - aquarium, planetarium, museums, pier, etc. / typically in the afternoon & evening when everyone is looking for a way ""home"" from the touristy spots). It was no problem for us since we didn't put ourselves in that situation of relying on a bike to get home from the popular destinations. Since we already had bikes we simply checked our bike back in at the next station, got a new 30-minute use code and rode our bikes to the next station along our route. Once you get the system down it's a lot of fun and a great way to see the Chicago sites!"
pritchjeff,"Newtown, Connecticut",1,10/11/2015,Doesn't work,Walked 15 minutes to Divvy bike rack and there were no bikes available. Walked 15 minutes to the next Divvy bike rack and after entering information on the touch screen it reset and went back to the beginning. Did this twice and hailed a cab.
GeV64,"Vantaa, Finland",4,10/09/2015,A great way to move about in Chicagos,I rented Divvy bikes instead of taking a hop-on-hop-off bus tour. I'm glad I did. I could visit all the same places a bus would have visited and could choose my own routes. I especially enjoyed riding up the lakefront. There are lots of docking stations all around. Docking a bike every 30 minutes can be a bit annoying but even without pre-planning I managed to find a new docking station within 30 minutes. I browsed through different areas of the city with my iPad and the iPhone app when connected to a wifi network and the app showed the docking stations even when offline. The Android app didn't.
FLflipflops,"Orlando, Florida",5,10/05/2015,Easy and Awesome!,This is such a fantastic city feature! My husband and I really enjoyed biking throughout the city. Used them all day and night. A huge savings and a great way to see the city; you miss so much riding in a car. The only minor hiccup came when biking to Soldier Field to check it out and tailgate. We weren't familiar with the area and spent 30-40 minutes trying to get an open dock. Little did we know that right in front of the field (Field Museum) they had employees taking all extra bikes to free up docks for return. I wish that notice came up when selecting that a nearby dock was full and you were re-routed.
2thdr63119,St Louis,4,09/29/2015,Easy Bikes,"The Divvy Bikes were a great addition to our weekend plans in Chicago. They were easy to rent, easy to return and easy to ride.  I will look for these bikes on future trips to Chicago."
HSTTraveler,"Chicago, Illinois",3,09/24/2015,"Excellent Concept, Below Average Implementation","The title of the review sums this service up pretty well. Exciting opportunity to have access to bikes in locations throughout Chicago. Reasonable cost to rent, apps make finding stations easy and finding safe bike lanes simple. The apps do tell you where bikes are and how many are at the station, but at rush times the bikes can be cleared out (if you are looking for one) or stations filled (if you'd like to return one) for the location you want and all the surrounding ones. During special events they have staff at locations like the lakefront or train stations, but those are rare. I just am not sure if a city of Chicago run entity or any entity for that matter can fully implement this concept effectively. The amount of staff it might require to truly pay attention to all the stations might be cost prohibitive. In the end, I use it as it is ""fun"" and beats walking, just be prepared to be frustrated 30-40% of the time if you can find a bike or get rid of one when and where you want to."
tweety874,"Bartlett, Illinois",1,09/23/2015,Never got to ride!!,We tried 3 times at one station and after going through all the prompts (the last one with customer service on the line) we could not get it to work. He told us to walk to the next station and try there. Same thing. Customer service not helpful. The system definitely needs work!! With all the time wasted we could have walked to our destination faster without the hassle.
robertfN527ZE,Dorset,5,09/11/2015,A great way to see the area,"A great and economical way to see the area. There are numerous places to pick up and return these bikes so you don't incur extra costs by going over 30 minutes. You just return the bike to one of the many sites, get a new pin from the machine and take 2 more. If you download the free app it has a timer, a map of the docking sites and how many bikes available. Would use it again!"
rhhenneCrownPoint_IN,"Crown Point, Indiana",4,09/09/2015,Great rides along the lake front,Used the bikes 3 times while we were in Chicago. It was labor day weekend so many people were visiting downtown. To get a bike takes quite a few screens to get through so long lines were forming every station we went to. They did have Divvy people there to help but still long lines.
Emily J,"London, United Kingdom",3,09/09/2015,Good if you can find a bike.,"We decided to use the Divvy bikes instead of renting one as A.) It's so much cheaper and B.) We didn't want the bike for that long.The 24 hour pass is $9.95 but you must check your bike in at a check point every 30 minutes to avoid an additional charge (however the charge isn't too bad and still works out cheaper than renting a bike if you happen to go over the time limit.) The first day we used a Divvy bike our closest point was empty, so we walked about 4 blocks to the next point where there were very few bikes left. We jumped on and rode along the lake to Lincoln Park which was lovely. Due to the very hot, humid weather we couldn't bare riding back so hopped on a bus and decided we'd do an evening bike ride later on.In the evening we walked to 3 Divvy bike stops and all were empty, making the $9.95 seem a bit pointless for a 30 minute ride out of 24 hours. Thankfully at the weekend they were offering free 24 hours passes, we located a Divvy Stand but the 2 bikes remaining were broken, so walked to another 3 stops and on the 4th stop finally got a bike! Overall, if you can get a bike and only want it to get to A - B then this is a great way of getting about. It's so much cheaper than renting a bike, however the having to check it in every 30 minutes really takes the fun out as you have to keep clock watching. We did really enjoy riding the bikes and there are plenty of Divvy stands around to check the bike in, but well located stands tend to have no bikes resulting in a long walk to actually get one. I'd definitely use it for a lake front ride but anything more can be a bit of a drag and make sure you do your research to locate a Divvy stand to check your bike into after the 30 minutes!!!I think 30 minutes is too little, even if it got upped to a 45 minute ride it would help a lot more!"
TracyH79,"Lawrence, Kansas",4,09/07/2015,Lots of fun!,"We took advantage of the free Saturday promotion and thoroughly enjoyed riding bikes along the lakefront. As long as you do your research and understand the process, it's a great service. The system was slow but I expect that was due to increased demand. The only station we had trouble at was Navy Pier were all docks were full and our time was running out. No worries, we added time and found two other stations nearby which led us to discovering a restaurant we would otherwise have missed and thoroughly enjoyed. I wouldn't have paid the full price times a family of four given that we'd already paid for CTA passes but with the free promo, I'm glad we took advantage of it!"
Val96712,"Corpus Christi, Texas",1,09/03/2015,"NOT FOR TOURISTS, They will rip you off","The $9.95 for a 24 hour bike ride cost $132!!!!! Called to dispute the charges and was informed that they are NOT FOR TOURISTS They are for a 30 minute bike ride to get you from point A to point B. (Even though the website says differently) Do not use to enjoy the city.What they do is charge you in 30 minute incriments, anything over your initial 30 minutes, youre charged $8 for each 30 minute period. It will take you that long to find the next parking hub. Complete rip off! The bikes cost as much as my car rental! I called to ask if there was hidden charges and they said no, they're liars and scammers looking to benefit off of tourists! DO NOT DO NOT DO NOT USE!!"
mikem149,"Sugar Grove, Illinois",3,09/01/2015,More than meets the eye!,"I think the bikes are great, but all the other crap you have to do to use them really drags down the experience. We rented the bikes at Navy Pier for my family of 4. After a modest 5 minute wait in line, it was our turn at the kiosk. Surprise #1. You can only rent 2 bikes per credit card! Thank god my wife brought her purse and we had a second one on us. After all that confusion, we then got our 2nd surprise of the day. Surprise#2. You have to ""check in"" at a bike station every 30 minutes or there is a penalty-which essentially means you can't go anywhere you want, but must map out your journey so you strategically go by a Divvy bike station every 30 minutes. The bikes were solid, well maintained. Would of rated this experience higher if it wasn't for all this other stuff. I wish I could of. "
riduk,"Dallas, Texas",2,08/30/2015,Probably Not Worth It,"if you don't have a smart phone with GPS, AVOID! You won't be able to find the stations (which are often tucked away from the main interesections where they are posted to be on the map). which often malfunction or are full where you want to go. "
Bea_613,"Ottawa, Canada",1,08/23/2015,Deceptive marketing,"Seven of us visited Chicago. We stayed downtown and planned to bike to the Lincoln Zoo along the lake. Divvy bikes was recommended by the hotel. It took us a few phone calls and several tries to unlock the bikes. After 20 minutes we finally left the station. Being from out of the country we had never used this system and selected the $9.95 day pass - someone in our group said it may be an additional $2 for the second hour. To my dismay, I was charged $107.78 (Cdn) on my VISA for 2 bikes for just over 2 hours. My sister had the same charge and my other sister was only charged $9.95. Customer service was not friendly and said the charges are clearly listed on the website - which I only saw a week after the fact, however it is very complicated to figure out. In addition, the site mentioned that you had to take the bike to a docking station every 30 minutes - but it took us very long to check the bikes out in the first place and we did not notice any stations while riding north along the lake. There should be a limit on the amount charged and a warning to tourists not to rent Divvy bikes. The only cost that was CLEARLY advertised was the $9.95/day pass. I assume the city must make a lot of money from people unfamiliar with this service."
MAR154914,"Edmonton, Canada",4,08/18/2015,Wheels on tour!,"In Chicago with the teenagers for the week and found the divvy bikes a great way to get around. Divvy bikes are the blue bikes for rent all around the city. For $9.95 per 24 hours, you can zip all around. One limitation is the 30 minute limit per bike trip or you get dinged with extra charges. You need to trade in the bike at the next divvy stand before the 30 minutes is up and check out another bike (all on the original fee). Lots of stations in key sightseeing spots so not to worry. We stayed at a large hotel on Michigan Ave and found that the 30 minutes was fine for a ride to the Museum or Millennium Park or around the beaches. No problem and the kids liked the freedom to explore. And you know that teenagers are hard to please!"
Theresa413,"Fort Pierce, Florida",5,08/13/2015,Great for locals and visitors too!,"During my recent visit to Chicago my daughters and I rented the Divvy bikes. We enjoyed biking the city, around the lake and to the parks. One of my daughters lives in Chicago. Her and her fiance love to rent the Divvy's for a weekend bike ride. It's great for visitors to the area as well, easy to navigate through the city and drop at one of the stations while site seeing. I highly recommend trying Divvy bikes and wish I had come up with the idea!"
LisaCARH,"Birmingham, Alabama",4,08/13/2015,So easy and fun!,This is a terrific way to get around town.  There are so many options available.  We had a blast.  Combine the bikes with CTA and you can really see a lot of chicago in a short amount of time!
gasdad,"Woonsocket, Rhode Island",5,08/10/2015,Easy to use bike rental,"This is the first time that I have used a city bike share service.  It is very easy to use & Chicago is the best city to try this out.  The endless bike paths make you feel safe, especially for an occasional bike rider."
Gendelm1414,"Savannah, Georgia",4,08/08/2015,Rented for 24 hours at $9.95 . Lots of fun,"we rented at a location near the Lincoln Pk zoo. I downloaded the app so as I travelled, I knew where the nearest bike drop was. You are limited to a 30 minute segment on the bike before you have to dock it. You can take time out away from the bike and then reapply for a new code to take out a different bike. Lots of fun."
pantone808,chicago,4,08/08/2015,Affordable Bikesharing in Chicago,"Divvy is Chicago's bike sharing system, if you are familiar with other cities systems, this should be easy for you. Check their website and other reviews here for more info. Basic common sense and some planning can help. Bring a helmet, find a bike that fits your height before unlocking it, then you don't have to adjust it, however it's fairly easy to raise or lower most seats. Test that first before unlocking. There are no drink holders, but a thick bungee cord for holding a bag in front. Make sure the your valuables are very secure, as I had a bag slip thru while biking. Always make sure you have a destination station in mind, and a plan B if it's full. You can check online to see what's open, but it can be unpredictable. I always make sure to have several spots open at destination station before I depart. We've encountered a problem returning a bike once, due to faulty mechanism. Things happen, so if you have a plan B, you don't have to worry about it. In general the bikes are comfortable and sturdy if a bit heavy. They have gears and are easy to ride. Obey safe biking laws, and try to use the bike lanes. Make sure to time your trip, to accommodate 30 min. limit. There are plenty of stations so you can bike and stop to explore the city with ease and convenience. Join Divvy for small yearly fee or take advantage of a day pass. I surprised my husband with a mystery biking adventure all planned with various divvy locations. I now use Divvy exclusively for around town biking, the convenience saves me from lugging my heavy bike down 2 flights of stairs."
Surf2lv,"Raleigh, North Carolina",1,08/05/2015,Good if your up for a scavenger hunt,"I called customer support after finding out I was supposed to dock every 30 minutes. I wanted to see what they charged and if it could be waived. I purchased the 24 hour pass and had the bike for 4 hours and the overage fees somehow were $62. This does not seem fair or reasonable. Customer service would not do anything, so I asked to speak to speak to a supervisor. She thought the fee was within reason, but agreed to reduce it to half. She said that the only way to get it fully waived is to email support. The overage fee and charges are very misleading. Had I known it was this much I would have rented a bike for $23."
mattb185,"Kansas City, Missouri",5,08/05/2015,What an Adventure! ,"We rented this for the last couple days that we were in Chicago. I wish that we had tried it sooner. The premise is fairly self-explanatory. There are numerous spots around the city to rent these bicycles. Most are no more than a 15 minute ride apart from each other. Many are much less. For less than $10 for a 24 hour period, you can use these an unlimited amount of times. The only caveat is that you must check in at a station every 30 minutes and request a new code if you want to ride longer. We use this time limit to plan our day. We used the wonderful app on our phones to find where we wanted to go and where the closest station was at. The only time that we ever ran into an issue, was when the stations were completely full. In this case, you request a 15 minute extension for no charge and ride to the next station. We were able to get through town with ease, and saved numerous taxi trips. The bikes are well-maintained, and comfortable. This was a great way to ride along the lake and enjoy the weather."
Paul L,"Tel Aviv, Israel",1,08/02/2015,Complete waste of time and money.,"My wife and I spent 24hrs in Chicago and we thought that this would be a great way to see the city, We signed up for 2 24hr passes. While there is no shortage of stations and bikes, in practice most of the stations were not functioning. Sometimes we manged to take a single bike and the second code for releasing the bike would not work. I ended up running behind my wife while she rode. We met many other frustrated bikers with the same problems.My suggestion is to use the excellent public transportation or to find a bike rental company run by humans!"
vp050176,"Charlestown, Indiana",5,07/29/2015,Great attraction,"This is a great way to see the downtown area of Chicago. You spend 9.95 for a 24 hour period. you can keep the bike for a 30 min ride, find a station to park it, then go on another 30 min ride. There are stations all over the downtown area. we rode from our hotel in river north to navy pier then back. Bikes were in great shape, and easy to ride."
854feritg,,1,07/28/2015,Terrible Experience,"Their policies are deceiving.  They are completely unhelpful on the phone and most of their stations were not functioning.  I would not recommend them at all.  Stay away, just rent a regular bike with real people."
Whityadm,"Clarksville, Tennessee",3,07/27/2015,Good idea,"We had a great time getting around with the bikes but sadly had a very bad experience which got us of using Divvy Bikes. We went to go to Navy Pier and the station was full but a representative from Divvy was there to check the bikes in anyway. We trusted her putting in the information and taking the bikes. A few days later we check the bank account and they charged us for full day use, even though we only took the bikes from the station were we stayed to Navy Pier, which is about 15mins. We called to get our money back because the bill was over $100. They said it is our problem because we can't proof that we actually dropped of the bikes at that time. In the end we got some of it refunded but not all. We guess the lady forgot to press a button or whatever. We recommend to always put them in the station and make sure it locked. Otherwise it is a great way to get around town and a great idea."
Karen G,"Joliet, Illinois",5,07/27/2015,Go Divvy!,My daughter and I rented Divvy bikes during our recent stay in Chicago for a convention. I was a little nervous at first about the 30 minute docking but there really were enough docks to check in / out every 30 minutes. We ended up renting the bikes 3 times and docked a couple times each time in a 24 hour period so the price was great for the amount of use we got out of it.
lesliekaplan,"Jacksonville, Florida",5,07/26/2015,There are Tricks,"You must be 16 to rent a bike and you can only rent 2 bikes per credit card, so you need to plan ahead if you come with a family. We brought just our 8 year old's bike, planing to rent for the rest of us so we didn't have so many bikes on the car for our cross country trip. We also brought our own helmets. The other thing to know is that it is $9.95 for a 24 hour pass, but if any trip is longer than 30 min, you get charged more so you need to plan to take several short trips. We loved going on the lakefront path, but it was tricky to find. There is a cyclefinder app to help find the bikes and also a timer to help avoid the exra charges, and Google maps has a way to turn on bike paths, to help plot the best routes. We went from the south side to the Art Institute, Navy Pier, Lincoln Park, and Chinatown all on bikes. Great way to cover a lot of ground without parking and also getting some exercise!"
Kevin H,"North Port, Florida",1,07/19/2015,Great concept - poor execution,The concept is great and easy. The execution is flawed.Our experience was on a Friday. The third station we initially visited finally had bikes (we even had the app - which was nice but not up to date). After riding for 30 minutes found station was full. I hit the button indicating 'full station' but that didn't work. Found another station and got the overtime fee but able to exchange bikes.Got to next station and again full station and unable to exchange bikes - many people trying to get bikes but card reader not working.Basically if you get to a full station - you are in trouble because the card reader is not working to allow people to take/exchange bikes. All you can do is return them until station is full.I would have paid more to have 1 or 2 hour intervals instead of 30 minute intervals.
Bryan N,"Hamilton Square, New Jersey",5,07/17/2015,Best way to see the city,"Seriously, $7 for 24 hours! Yes, you only have 30 minute intervals to use the bike (you have to dock and then request a new code), but there are hundreds of locations throughout the city. Must download the app too. It tells you every location and how many bike are available at each place.We always got where we were going in less than 20 minutes anyway and never ran into any issues of not having enough bikes or not have a rack available to park and it was a very busy weekend in the city with lots of festivals and conferences going on. The only downside is if you wanted to go on a long bike ride say along Lake Shore Drive that may not be possible. Can't say because I didn't really look into."
Plap123,"Portage la Prairie, Canada",3,07/15/2015,Station Frustration,Great concept that we were excited to find since my wife was pregnant and not wanting to walk excessively. This allowed us to take in a whole lot more of the Lake front/downtown area with a nice leisurely bike ride. However there was a trail of frustrations that hopefully can be ironed out for future riders.1) The station we had planned to use first had no bikes...Adler Planetarium - probably because not a big dropoff spot but a frustration none-the-less. We walked to Shedd.2) I checked in at the Shedd station before going in so that the process would be quicker after and rented 2 bikes. After our visit at the museum The Shedd station credit card reader wasn't working. Several people were around trying to get bikes and some were phoning but the only suggestion was to go to the Field Museum station (approx 10 minute walk). We had already paid for the day rental so we went there to see.3) The Field museum station was fully stocked with bikes however the people around the station indicated that this station wasn't reading credit cards either. Someone phoned and it was suggested that we walk to Michigan avenue another 10-15 minute walk. Would have been nice if the operator wouldn't send us to a faulty station. They must have known because someone told us it was down all day.4) Michigan station - we finally got a bike and got to ride down Michigan. Stations were well spaced here and we had no problems docking and checking in. 5) We walked through Taste of Chicago to another station but they only had 1 bike. My wide rode the bike and I jogged to Navy Pier. We got another bike.6) We rode along the lake to 360 Chicago and then headed back to Adler. When we checked in at another station it took our bikes but wouldn't read our cards. We walked 10 minutes to another station and it had no bikes. We walked to another station on Michigan and finally found bikes. The bikes took us a long ways but failed at getting us back. So much for my wife not walking much. If you use this system be prepared for unreliable stations and unpredictable availability.
Keffco,"Nipomo, California",5,07/13/2015,BEAUTIFUL WAY TO EXPERIENCE LAKEFRONT ,"Visitors only need a credit card. Read instructions online or if you are lucky as we were and found a locale with an attendant on a Sunday afternoon who walked us thru it. Press screen to activate, press language, press buy a new card, in our case allowed us to purchase two cards $14 for 24 hours use. Machine gives you codes on screen but also prints ticket with time out. Important. Go to any bike, type in code, green light flashes and bike is released. Hint, lift back seat, easier to remove. Ride away. BE MINDFUL OF TIME. Within 30 minutes simply stop by another station, repeat process but do not pay again, select ISSUE NEW CODE. Take back your same bike if you like.We chose continuous riding but easy to use for transport. Visit something and hop another bike. Hotels can print out station maps. Good exercise and great vistas."
JFLeB325,"Moncton, Canada",3,07/13/2015,Nice ride however frustrating process,"My girlfriend and I went to Chicago last month and wanted to rent these bikes. Having to swipe our credit cards over 50 times, it finally worked. Nice bike ride on the harbour front however made it really fun!"
Portland21,"Portland, Oregon",4,07/12/2015,Bikes in Chicago,"Divvy bikes were fun to use in Chicago along the lakefront trails. Once you figure out how to use, it's better, but a little confusing. It's challenging that you need to check in every 30 minutes or get extra charges. The overall 24 hour fee is very reasonable, but it would be easy to rack up more charges. If you could rent the bikes at a little higher fee and get say 2 hours, that would be more convenient."
Csilla C,"Boston, Massachusetts",1,07/06/2015,Nothing but frustration here !, I wish I had something good to say about the bike rentals in Chicago but unfortunately I have nothing redeeming to say about the service . You only can rent the bikes for 30 minutes so you spend most of your time finding the next place to park your bike. Then after that I need to re-sign in to get a new bike . We struggled and we watched many many grown functional intelligent adults not to able to sign up for a new bike try or get a bike that's already been used. It is such a poor system from start to finish and the bikes don't work that well . When you do final fine one that works well it's great ride around the city but man it's such a painful.concept. They said we should charge more allowed to renters have the bike longer than 30 minutes they could make more money and to be a less stress on the rentals.
ginar2014,"Loveland, Ohio",2,07/03/2015,"Nice option, hard to figure out ","It took us 20 min to buy our bikes. Our form was rejected twice. On the third time we didn't get codes and had to call. When we finally got codes, I got a deep bruise pulling the bike out. However, the app is nice and the many locations convenient. We enjoyed biking the lakefront trail"
LoriAnne84,"Cocoa Beach, Florida",3,06/30/2015,Fun and easy way to get around town!,"I was in Chicago on business. After our meetings my coworker and I rented some Divvy bikes to explore the Lakeside Trail and downtown. Only drawback is you have to return them within 30minutes to avoid overage fee. Also, the second time we got bikes the machine wouldn't read my credit card, so I ended up having to purchase 2 passes. I was able to call the company and they promptly refunded me. Even with the hassle of the credit card, it was still a fun way to get around town. We even rode bikes back to the hotel from dinner instead of taking a cab!"
kbb279,"Columbus, Ohio",1,06/29/2015,Make sure you bring multiple cards if you're a family!!,"Would have loved to use the Divvy Bikes but couldn't. 1) We are from the US but have Chase's upgraded ""chip and pin"" credit cards. Divvy wouldn't accept them. 2) We had a Meijer Mastercard on us but Divvy only allows 2 bikes to be reserved under 1 card. (It also didn't accept our Discover) 3) We called Divvy to see if we could charge our third rider over the phone but we couldn't. Therefore we walked and took taxis instead :("
233kimt,"Windsor, Canada",4,06/25/2015,The bike ride along the waterfront is very enjoyable.,The bikes are used for 30 minutes at a time without additional charges. You have to get to your next stop in that timeline. Does stop you from maybe enjoying the riverfront as the south end does not have many stops so you are pressed fro time to get the bike to the next stop without incurring fees.
JoeyBinChicago,"Chicago, IL",5,06/23/2015,Outstanding way to get around,"Divvy is a great way to get around, especially during the two weeks we have good weather here in Chicago. In case you can't take five minutes to read the details of your rental, here you go:1. It's $7 for 24 hours, in 30 minute increments, meaning you have to re-dock your bike every half hour or incur charges. People think this is a rip-off, but this is a bike SHARING system. If you could take the one bike for 24 hours, no bikes would be available. 2. Each station has a map showing where the other stations are. Most stations downtown are within a 2 minute bike ride, maybe a bit more in the neighborhoods. In any case, you shouldn't have a problem finding a station within 30 minutes, unless you're trying really hard not to find one. There's a Divvy app you can download that shows you where the stations are, and how empty/full they are. 3. Check your bike for flats first, and adjust the seat!4. Finally, you can save a ton by not paying for parking at the most popular attractions in the city."
alwayswander,"Brisbane, Australia",1,06/22/2015,Useless,"Don't accept non-US credit card which you only find out after failing at two stations, causing huge upset to travel plans and then googling for the answer. This ludicrous failing is not even advertised or the information given as to why credit card rejected. Sort it out Chicago."
518katier,"Columbia, South Carolina",4,06/16/2015,What a great idea!,"These bike stands are all over the city. You get unlimited rentals for 24 for only $7. A good way to see the city, as many roads are bike friendly and the entirety of the lakeshore is a bike/walking path."
visitor h,Germany,1,06/15/2015,Not working for european tourists,At the last weekend i tried to rent a bike at the Divvy station. But the kiosk doesn't accept my credit carts (VISA and Mastercard).I walked to a other station and tried it again. Same problem.Then i called the hotline. The adviser told me to by an american prepaid credit card because european credit cards are not accepted. No sooner said than done. I looked for a shop to buy such card. After 24 hours (activation time of the card). Next try. But again not possible to rent a bike.Therefore i can't recommend this service.It's better to walk or buy your own bike.
