User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
Elizabeth M,,1,06/16/2017,What a Rip Off!,"The sign when I rented my bike inferred I could borrow it for up to 24 hours hours for a flat $12 fee. That seemed pricey, given I only wanted to go a hour or so and other bike sharing systems cost $5 for the hour, but I went for it. What a mistake! Not only was I charged the $12 fee, but I was charged an additional $33 for using the bike for almost 2 hours (I was enjoying the ride). $45 expense. Never again."
Gerdt B,,1,06/15/2017,Don't use Citi Bike when you can ride a bike,"The most stupid system where you can bike for 20 minutes, look for a dockingstation to avoid a penalty. No service in the weekend, almost no serivice during the week.At the end of the day I had to pay over $ 200.- because I turned the bike in too late, I used it all day (according to them but why the previous penalties?) often empty dockingstations. Without wifi not doable to find a dockingstation.I wish I had this idea to earn money this easy.Conclusion: buying a bike is cheaper or rent one for one day without this stupid 30 minutes rule. Plenty to find"
Leo M,,1,06/14/2017,Citi bike is an expensive way of cycling in NYC,When you buy a day pass you still have to return your bike every 30 min. which is rediculous ! A day pass should provide access for the whole day not 30 min. This limitation was not obvious so cycling with 2 bikes in NYC for 6 hours was very expensive !! The Citi bike system is misleading & very costly.Go to a regular bike shop if you want to rent a bike in NYC !!!
Daniel E,"Gainesville, Florida",4,05/31/2017,Convenient service. Maybe better for residents than tourists.,"I got a day pass and used it from about noon to 11 at night. I was able to find bike stations all over Manhattan and in Downtown Brooklyn, which made it really convenient. The downsides are: the text messages could be more helpful, like telling you when your bikes were checked out instead of when they were docked, the bikes are good but not great, and sometimes you really want to ride from the financial district to the AMNH, but that's too far for the 30 minute time limit. Definitely would recommend and would reuse on future visits."
DavidAdvis0,"Enschede, The Netherlands",5,05/28/2017,One of the best biking experiences ever,"I have travelled to many cities with bike sharing scheme, but this was the best. The quality of the bikes, availability ...Only the 30 min limitation seems a bit stringent because the city is big... and if you don't have the app, it is not so efficient. Anyway, please do it !(I didn't have a bike even)! But the streets are increasingly safer and drivers were very kind."
Douglas P,"Brasilia, DF",5,05/24/2017,"Good system, undeserved bad flack","Great system specially to move around in New York (Brooklyn even more so). I used it to take a long ride in Central Park and it was really nice, although because of the 30 min limit I'd recommend a bike rental (walk around the park and you'll see lots of guys holding 'bike rental' signs). It wasn't super stressful, but I had to keep track of time constantly so I wouldn't exceed the 30 min limit and pay extra (you pay $12 for 24h and $24 for 72 hours). After you dock it, you must wait 2 min in order to be able to pick another one up, which is reasonable, imo.I saw someone criticize that they charged her for not docking her bike properly, and I think she can't complain - I mean, it's not rocket science, you just check that a green light comes up and confirms the correct docking. Otherwise anyone can come and just take the bike away. Someone else said they couldn't find a bike in one of the docking stations. That happens everywhere in any city that has such a system. The app shows you which stations have more units available, so it's​ not really that difficult to plan ahead."
380hanschristiant,"Hillerod, Denmark",3,05/21/2017,Good intentions,"We bought a one day pass to bike around NYC, there is definitely some good intentions with this idea, but also some annoying issues like, the app not always working, preventing you from getting a bike, only 30 min ride unless you want to pay additional 4$/15 min which is a bit stressful as you always needs to plan the drop off and keep track of the clock. Errors with the bikes and the docks also caused some issues, as if you take out a bike and find out it is broken, you can place it back in the dock but are not allowed to take another bike until you have waited some minutes 3-5, even though you marked it as defect. To improve they should work on the app to solve the instability, to allow one to immediately pull a new bike if it is broken, and allow for more than 30 min ride and or lower the prize for riding outside the included 30 min.If we were to do this again, I would recommend to rent a bike another place where you have it a full day with a lock so you can bike around in your own tempo."
hegneo,"New York City, New York",1,05/16/2017,Horrible !,It was my first time to use Citi bike and it was horrible. I rent two bikes one for me and other for my husband. We took the bike around and wanted to return. Of course they location where we got it from did not have any space so we had to ride farther away. We docked the bike went home. We leave pretty far away like every one knows there is no citi bike up town. We got home and I got messages that I get extra charged for time. I decide to give them a call. They told me one of the bikes is not docked in. I was confused case there was one code to take the bikes and there have to be TWO messages when you dock the bike. The costumer service told me to go back and dock the bike. I have young kids and I was not able to go back. Apparently they can not do anything to help you with just have extra charges.SO PLEASE WHEN YOU EVER TAKE CITI BIKE READ ALL THE RULES EVEN THERE IS LINE OF PEOPLE WHO GETS UPSET WHEN YOH TAKE LONG TIME. Just do it will save you lot of money !!!' Never again 
Larry L,"New York City, New York",5,05/13/2017,Best Experience in NYC,"If you haven't been on a bike in a big city, this seems like a scary thing to do. It's actually amazingly tranquil. Traffic in NYC moves at 5-15 MPH, making bikes the fastest way to get around and neutralizing the danger of fast moving vehicles. "
TrippyTripDip,,5,05/13/2017,Fantastic way to get around the city,"I love using Citi bike to get around NYC. I've lived here for two years and the coverage has become amazing. During peak rush hour, it can be a little tough to find a bike at a dock, but usually I never have issues with Citi Bike. Definitely a great way for tourists to get around the city too."
Jennifer M,"Fort Atkinson, Wisconsin",5,05/10/2017,Best Way to See NYC!!!,"My husband and I just got back from a 4-day weekend in NYC. It was our first time there and other than a list of some things we wanted to see, we had absolutely no plans. As soon as we got into Manhattan, my husband spotted these bike racks and after looking into it a bit, we signed up for the 3-day pass for 2 bikes ($48+ tax). My husband is NOT a city guy, but he just keeps talking about how awesome it was having the bikes. We ended up seeing more attractions than we had ever planned partly because it was so easy to get around and partly because as we were biking, we came across places we wouldn't have even thought of! The only downfall of the entire thing was that you could only have a bike for a max of 30 minutes, which in reality makes sense, it was just a bit annoying when we wanted to ride a long distance. This was such an awesome, unexpected part of our vacation, it was invaluable!"
brunomili1,"Sao Paulo, SP",1,05/03/2017,I do not recommend! System charged me much more than what was proposed!,"I do not recommend it because the system is meant to mislead the customer. You need to keep returning the bike every 30 minutes, which makes it difficult to use and disrupts the ride dynamics. And due to an error when I returned the bike because it did not fit properly at the station, an extra charge of USD 100.00 was charged to my credit card, without any warning, that is unacceptable! Besides the bicycles are poorly maintained, for example in my case where the bicycle seat was totally loose due to the clip being broken!"
Maurizia-Ramzi,"Lecce, Italy",5,04/25/2017,Excellent service,Fastest and most ecological way to move through the city. Helps environment and discovering the inner beauty of NYC
RoryB424,,5,04/25/2017,AMAZING addition to NYC,"Can't say enough good things about the Citi Bike program. I have been a very active user since the summer of 2013. I first came most in handy when I first began dating my GF and I lived far west in midtown and she in the WV. The bikes made it SO easy to get to her in the evening/weekends. Then I have used it for errands, meeting friends, to get to work, to the subways, to events.... Its amazing and worth every penny spent. 150 of the year and you will save on car fares, time, subway rides and you will see more of the city while excising. Enjoy!"
AndrewBritt,"Sydney, Australia",1,04/21/2017,Great Idea... But terrible time restrictions,"We rented 2 bikes at $12 for 24 hours.. No where did it clearly explain the 30 minute restriction. When it says $12, 24 hours and unlimited in the same sentence you expect to pay $12 for as many rides as you'd like within a 24 hour period.. I think it would be a struggle to get between some of the bike docking areas in under 30mins..We had a great time riding the Hudson and East rivers, but I only realised the issue when I just checked my credit card statement and saw an extra charge for $26.13 for a date after I'd left NY.This is really a tourist con and should be avoided.. Taking the Underground or Uber would have been a much cheaper option just less interesting.."
Norma June C,,5,04/21/2017,Best way to explore NYC!,Coming from Maine the weather was beautiful. Saw the multitude of city bikes around and had to try them. Left the west village and grabbed a couple on the awesome pedestrian path on the west side highway. Biked to battery park and back in less than an hour among other places. What a view! PLENTY of bikes on the bike path away from interior where they are needed more. A must do when in the city!
robkmurf,"Cork, Ireland",3,04/17/2017,Bike ride in Central Park.,"We decided to have a bike ride through Central Park so we used citi bike rental. It was a great price for what you get, So we went into Central Park. The bikes were very heavy. When we were going up a hill the bike made you break a sweat, But it was a great price for what you got."
pschangs,"Alexandria, Virginia",3,04/12/2017,Read the Fine Print,"I enjoyed that my friend and I were able to rent bikes for only $16, but that $16 was accompanied by several inconveniences.First, they charge a $101 hold. In order to receive the hold back, I had to call my bank twice. We rode the bikes on Saturday, and I didn't get my hold back until the next Friday. This was tough for me, as I put myself on a strict budget when I travel.Secondly, you pay $12 for unlimited 30-minute rides--NO riding for uninterrupted spans of time! If you want to bike for longer than 30 minutes, you need to find another docking bay within the 30 minute span of time, dock the bike, then request another ride. This can get tricky. My friend and I were extremely cognizant of time and still got charged $4 for returning bikes a couple minutes late.If you want a means of transportation to get from Point A to Point B, then Citi Bike will provide that; HOWEVER, if you want a leisurely bike ride around Central Park or along the Hudson, I don't recommend Citi Bike. The stress of timing myself and finding docking bays to avoid additional fees took away from what should have been an easygoing bike ride."
HighHorse,"Melbourne, Australia",4,03/08/2017,"Easy to find, easy to use, easy to ride","Used them to navigate our way through Central Park. Easy to find enough locations so we could keep under the 30 minute time limit. Perfect way to get through Central Park, but still be able to walk around the places you aren't allowed to cycle."
sodipl0matic,"Miami, Florida",1,03/07/2017,rip off!,I rode the city bike for 2 hours and had 3 transactions on my acct $101 deposit $39.40 and $13.50 this company is very misleading. says that you can use it for 24 hours $12 but when I called the rep said I was charged $39 for passing 30mins. I WILL NEVER RIDE CITI BIKE OR RECOMMEND ANYONE TO GET A BIKE FROM CITI BIKES. YOUR BETTER OFF TAKING AN UBER IF YOUR TRYING TO GET TRANSPORTATION.
KCups,"Pennsylvania Dutch Country, Pennsylvania",2,03/01/2017,Central park NYC bike ride,"I rented 4 bikes to go around central park. We were aware of the 30min limit for the day pass but what I did not realize was that the time stamp started when you purchase and not when you get the bike codes. My credit card was charged the extra $35 because we exceeded by 4 minutes on the 1st ride and 1 minute on the second ride. Also, it seemed like they counted the overage based on when the last bike was docked because I subscribed to the txt alerts and I have the message showing 2 bikes were docked in time, but the 2 other bikes were a minute late. The bikes are really good for riding around central park, just return them all after about 20mins of riding to be safe."
candacexanne,Toronto,5,02/26/2017,Best way to get around.,"We loved renting the City Bikes to get around. It was so much fun with our group, cheaper than a taxi, faster than the train and it gave us the flexibility to move around more often. We bought a day pass, which was great for docking and re picking up. The con's of this would be, sometimes there aren't any nearby bikes, and you can only have the bike out for 30 mins at a time. Trust me, i got charged extra time."
Helen M,"Westchester County, New York",4,02/24/2017,"great way to see NY City, especially on a sunny day","day rental was very easy. plenty of stations. display screens at stations are very helpful for looking at bike routes, finding other bike stations (with bikes and spaces available). Loved the bike routes - easy to get around from 29th street to Greenwich Village to lovely ride back up the East River. Bikes are heavy - but the gearing is simple and smooth, as is riding the bike. I had trouble with the phone app. I could not see a map - which made it hard to find a station, but I could see a list of nearby stations - so with some juggling I was able to navigate. For the most part drivers were very careful and stayed out of bike lanes. Couple of double-parked cars, and taxi drop-offs, and delivery vehicles were in the lane(s). I took my own helmet - I highly recommend wearing a helmet."
Nolinice,,5,02/20/2017,Faster than a speeding bullet,"Given the dismal choices of moving around the big apple (stuck in traffic or shacking on a subway train underground?) being able to ride outside and see the neighbourhoods is an amazing alternative when the weather is nice. With a one day pass we got our touring and our exercise, dropping the bikes every 30 min at a different station. The amount of stations is pretty overwhelming and is almost impossible not to find one nearby, but sometimes they might be fully occupied with no empty dock to return the bike to.so get and use the app that gives you location, availability and allows you to generate codes and unlock bikes where you need them, in addition to keeping track of time, help generating best course and identify stations. We felt quite safe on the cycling lanes . Only surprise the 101 $ deposit charged, visible in the fine prints but not highlighted during the purchase process."
MaryEllen222,"Easton, Pennsylvania",4,02/20/2017,"bikes were good, instructions left something to be desired","This was my first experience using citi bike. I'd read up online but did not create an account or use the app. I used my credit card to rent 3 bikes - that was pretty easy. It took a minute to figure out where to put the code in, but we were good to go. Having purchased a full day of unlimited 30 minute trips, I set the timer on my phone for 20 minutes & we ventured into Central Park. After we docked our bikes for the first 30 minute session, it took a while to figure out that we needed to get new codes. when I went to get a new code, instead of getting one code good for 3 bikes, which is what I had the first time, I got a code good for one bike. back to the machine. Got a second code good for one bike. then I learned that you have to wait two minutes between getting codes. which means, at best, bike one will ""expire"" 6 minutes before bike three. what the heck is that all about? That was pretty frustrating to say the least. I still see the $303 hold on my credit card, but its only been 24 hours so I will keep an eye on it.Pros: fun way to explore an area without having to lug your own bikegreat way to get from spot to spot if you are enjoying a touristy or casual daycons: not great if you plan on a leisurely ride unless you are willing to pay $4 for every 15 minutes after the check in. While there are lots of check ins around New York city, they are not inside Central park - so we could not, for example, ride around, check in the bikes & walk right into the zoo or the skating rink. you'd have to park them out on the street somewhere and then walk back in. I would do this again if I wanted to cover a good distance without being in a car or a train. but its not cheaper than a taxi across town if you are more than one person.I would not do this again to bike in Central Park - I'd probably rent from one of the many other people there who don't require a 30 minute check in."
Tedmargot,"Perth, Australia",1,02/11/2017,Credit card charged for depoist not refunded- no response,They are an aboslute discgrace. Do not take the risk.We only used the bike for 30 minutes and tried to reuse within the 24 hours and couldnt.Despite this we were charged two lots of 24 hours plus a $250 deposit on our card which we are fighting for two weeks later.
Couplewholovelife,"Perth, Australia",1,02/06/2017,Don't use - we got AUD $335 credit card charges for 30 minutes use of 2 bikes!,"We used the bikes on Central Park 4 days ago and were supposed to get 24-hours bike access for 2 bikes. To our horror we have had 3 charges against our credit card ..one AUD$ 34, then AUD$202 then another for $AUD 35. We have sent 3 emails and nothing has been fixed. We were told the $202 was just the deposit and will be reversed...4 days later it still hasn't been. Whats more the system doesn't work, it promised 24 hours access..we go 25 minutes and then couldn't access again.After using for 25 mins we put the 2 bikes into a new rake so we didnt incur any extra charges. 2 hours later we tried to retrieve new bikes and couldn't, we kept getting the yellow light. So we gave up. The next day we saw all the charges to our card. 4 days later and lots of emails we still haven't had it fixed. Do NOT USE!"
wwwanchi,The Netherlands,5,01/29/2017,Perfect!,Perfect as a form of transportation (no delays and cheap!) as well as for sightseeing. My friends and I got on Citi Bikes and did a midnight tour of Manhattan and Brooklyn. So much fun!
Nadav C,,5,01/24/2017,recommended as a mean of transportation,"When I explore a new city, I prefer seeing it's streets, people, and monuments. As convenient as a subway might be, it doesn't allow you all of the above...The system is very easy to handle- just download the app (Make sure you have an internet connection), and plan your trips through the city!"
DanielSmithh95,"Bury, United Kingdom",5,01/07/2017,My favourite thing to do while in NY ,"I can honestly say this is the best thing we did while in New York! We hired the bikes to cycle through Central Park, for $12 you get 24 hours unlimited use, however make sure you return the bikes every 30 mins, otherwise you get charge an additional $4 per 15 mins. There are lots of docking stations so you will be fine! Can not recommend this enough! "
C145WDjamesd,"Cardiff, United Kingdom",4,01/04/2017,Same system as London ,"It's a great system! Rent for 24hours and return every 30mins (easy to do with the app). Never have any issues and it's lots of fun. 

In the U.K. it is £2 for 24 hours rather than $12+tax mind!"
AndersOdense,Odense,5,12/31/2016,Easy and fun ,"The service is really easy, the bikes are in very good quality. 
We found I best to use the streets with less traffic. Central Park is a must. 
This was one of the best things we experienced in New York."
SimonC14SRD,"Camberley, United Kingdom",5,12/08/2016,"Brilliant , brilliant, brilliant ","Citibikes are a must, we used them everyday (simply download the app, pay for 3 day pass and off you go). Brooklyn bridge, Brooklyn heights, all across manhattan. There are lots of dedicated cycle lanes which make it safe and bike stops everywhere. Be careful not to go over 30 minutes each time as you get charged. Enables you to see the sights and get fit too!! A MUST, TRUST ME "
dmcwyo,wyoming,5,11/27/2016,Ride Citi bike in NYC,Do not pass up riding the Citi bikes in NYC It is great way to get around and great way to see the city. Use the app to find Bikes and docks to park them . Do not be afraid of riding them . People are very courteous to bikers and the bike lanes are great.
Callie F,"New York City, New York",5,11/17/2016,Life changing,get places quick. membership is cheap. bikes have lights and bells. heavy structure allows higher calorie burn. stations are everywhere. they need to add more up uptown but in bk and Manhattan they're so convenient. never have to worry about your bike getting stolen. maintenance is provided by Citibank so no flat tires. I love citibike
Robert M,brooklyn,4,11/16/2016,Convenient and quick,"CitiBike seems to be the most efficient way to get around in Manhattan. As one who finds myself often pressed for time, CitiBike has kept me from arriving late for appointments on many occasions."
mikesherman1957,"Hong Kong, China",5,11/10/2016,The best,Way around Nyc.  A beautiful fall day a great ride and got me where I needed to be when I needed to be there
Zak83c,"Edinburgh, United Kingdom",4,11/09/2016,Well worth doing. Need more gears though!,I'd definitely recommend giving these a go though I've not tried any similar bike rentals for comparison. The cost is pretty fair though the docking every 30 minutes does feel a bit like a money making scheme. I found there to be plenty of bikes and stations available and they're easy to ride and adjust however it would nice to have a few more gears for tackling hills etc.
adi_pundak_mintz,"Tel Aviv, Israel",4,11/07/2016,"Great, but...","Very helpful service
It will improve 
Not enough stations.
During busy hours too many stops are empty or full.
Bikes work well compared to imitate services in other cities.
On boarding is easy"
temp0rary,"New York City, New York",5,11/03/2016,Essential part of NYC,"I love Citi Bike, I need Citi Bike, New York City definitely needs Citi Bike. I don't own my own bike and use Citi Bike to get almost everywhere I go in the city. Extremely convenient, safe, reliable, and a good work out!I hope they will continue expanding to East Williamsburg and Bushwick. Their bikes have consistently been in good condition lately, I think a testament to good service and maintenance. They also transport bikes around to fill up empty stations and empty out full stations. Their app used to be glitchy which I haven't used in a long time, but they may have fixed that already."
Todd F,,5,11/01/2016,An excellent way to get around NYC,Citibike is an excellent way to get around NYC and a great way to see the city. I use a citibike for errands around the city or just to get a little excersize traveling from point A to B. Great for locals or tourists!
JJ315,New York,4,11/01/2016,Great addition to life in NYC,"This program is still in its early days, but even with a few kinks, it works rather well. There is a bit of a learning curve with using the hardware and software. I have been using it several times a month. I have an annual membership so I have had the chance to use my learnings. I see the tourists struggling a bit though, especially if they don't have the app to help locate available bikes and docking stations."
charliebeyer,"Rumson, New Jersey",5,11/01/2016,Love the flexibility ,Have used Citi Bike since they were introduced and they have gotten better every year. The. Ike's are better. The locations are more and more. The city has made more bike lanes. Over all better. There still are times when there are not bikes or docks where I need them. But with a minute of planning before a trip I get adjusted. It's not perfect but it's great. Wear a helmet even if you have to buy one before or during a ride. 
sinkyourteeth,"New York City, New York",5,11/01/2016,For New Yorkers and bike-friendly tourists,"I love Citi Bike. I use it several times a week in my home neighborhood in Park Slope (Brooklyn) and during the workday in Manhattan. It's ideal for short, one-way trips when you live in New York City. Tourists beware - unless you're comfortable biking in a city and/or familiar with a bikeshare program, it may not be what you expect. Citibike is NOT designed for a leisurely afternoon of sightseeing, and you're limited to using the bikes for 30 minutes at a time. You can use it to get from Chelsea Market down to the West Village. (Stop, walk around, get a bite, then get another bike (unlimited trips per day) and head to a different neighborhood.) But if you're looking to ride around in Central Park, you'd be better off renting a bike for 2 or more hours from one of the bike rental places in or around Central Park."
Brian R,Maryland,5,10/24/2016,Only Way To Travel,"Biking in New York City may seem suicidal, but it's actually the ideal way to explore the city - and fairly safe. The phone app is user friendly.The Greenway lets you cycle around the entire island, mostly along the rivers. The parts we biked were traffic free except where you had to cross streets.We also biked up and down busy avenues on specially-marked green bike lanes which often had barriers separating bikers from traffic. Other streets had bike lanes but many of these were somewhat lethal with all the double-parked cars to go around.We did the $12-a-day deal which is inexpensive with a caveat - you have to get a new bike every 30 minutes. This worked OK except for a long stretch on the Greenway along the lower East Side where we didn't see a bike station. It's an extra $4 for every 15 minutes over 30 minutes.The bikes were mostly in decent condition with 3 gears, lights in front and back and a small rack in front to carry stuff.Next time we're in NYC we plan to bike around the entire island - 30 minutes at a time."
MauiMaluhia,"Wailuku, Hawaii",4,10/22/2016,Great way to get around New York,"What a great way to see Manhattan on a beautiful day. Well designed concept, decent bikes, and a helpful app helps you find locations and even has a gauge to tell you how many bikes are there. You can't have an individual bike rented over 30 minutes, so sometimes you have to return it and grab another to avoid extra charges. When you return your bike, you have to push it into the bike holder really hard!Fun experience!"
YachtZephyr,"Red Hook, St. Thomas",5,10/22/2016,CaptDon,I thought this was a great way to get around. Bikes were all I good working order. Easy to find bikes and drop in different locations.
JohanN1585,,1,10/19/2016,Stupid system,"The system sucks, you gotta put the bicycle back every 30 minutes or it will be extremely expensive. This company could could learn a lot from copenhagen or berlin. RENT YOUR BIKE ANOTHER PLACE"
mattrobertsau,"Melbourne, Australia",5,10/18/2016,Get around the City on a bike,"I hired a Citi Bike for the first time for the day and rode down the Hudson River to Battery Park. Then later in the day went to Central Park and rode around there which was a really nice experience. Just remember to watch the clock, as when you haven't docked in 30 minutes you get charged!"
Louisalivingston,"New York City, New York",4,10/13/2016,Easy to Rent a Bike in New York City,"Whether you're away from home or live in NYC, it's easy to rent a bike. You'll see stands of them in many parts of NYC. Each place has a large sign displaying Manhattan and directions about paying for the bike. Some of the streets you may ride have a specific bike lane; unfortunately, though, many streets do not, so that can make it kind of scary to ride a bike."
holakritty,"Cartagena, Colombia",5,10/11/2016,Best way to get around,"I love love love citibike NYC. They should make me an ambassador. I opted for a 3 day pass and found quite often citibike was the fastest way to move around Manhattan, beating uber, taxi, bus and met/subway. You get to see more than if you are simply stuck underground on the subway. You burn calories so you can eat more delicious food. If you use it as often as I did, it's also amazing value. Granted I was visiting New York during pleasant weather so this might be a contributing factor to my enjoyment. Also when I visited Harlem, there were almost no citibike stands. But everywhere else I went the bikes were plentiful and convenient and the citibike app showing location and availability was super easy to use."
kylelopez87,"San Diego, California",5,09/18/2016,Great,Citi bike was a great way to get around the city. Super efficient and you really feel like your a local. Give it a try next time in New York
Davec796,"Macclesfield, United Kingdom",1,09/16/2016,rip off,"these bike rents are a total waste of time. and they will cost you a lot more than what you bargain for. we rented to use around the park, we spent most of the time riding to the next station, which were out of the parks and not that easy to find. half an hour to get to the next station, its a joke! or you get charged, we were charged double the rent as finding the station were not easy, and some were just full! do not rent these bikes"
amazeballs293,S��͏D,4,09/16/2016,Great way to get around NYC,"I really enjoyed using a bike as a means of transportation. Citi bike has convenient locations throughout the city. If you're going to rent for a whole day I recommend you plan your trip according to docking stations. You must dock your bike in 30 minute intervals, failing to do so will result in a fee. So if you plan on being on the bike for more than 30 minutes you should definitely plan to ride by a docking station just to dock and avoid the fee."
Stinez,"Livermore, California",4,09/15/2016,A Fun Way to See More,"We used their bikes to get to the normal tourist stuff (buildings, bridges, parks, etc.) but the highlight of these bikes was the ability to wonder around some of the very cool neighborhoods of NY. And with that I feel that we got to see bits and pieces of the city that you simply can't see or experience without the freedom a bike offers. (We normally rent scooters when we travel and this was the next best thing) However I would caution folks that it's a bit dangerous out there (cars, pedestrians, potholes, etc) so it may not be for everyone. "
Jake G,"New York, New York, United States",5,09/06/2016,The best way to get around NYC,"Easy, affordable, fun... and you get to see the sights. Every tourist has to try the subway and a yellow cab, but this is the best choice for most short trips - especially across town!"
KKMurphymom,"Kingsport, Tennessee",1,09/06/2016,"Great idea, poor execution ","I had a wonderful weekend in NYC and fortunately this was my only negative experience. Earl C review below details it perfectly. You have to check the bikes in every 30 minutes ( not near enough time) and when you find a station they are all full. I thought I was spending 26 dollars only to find out I ended up getting charged 50. Thank goodness I gave up or I would've gone broke. This really makes me mad because I enjoyed the rest of NYC so much. Whatever you do, DO NOT RENT THESE. To make matters worse, when I cAlled and tried to explain that all the stations were full and I could not check mine in, the customer service was HORRID. She refused to take off the extra charges. Lesson learned! "
IamWalker,"Bengaluru, India",5,09/04/2016,Convenient mobility,"Easy to access bike stations. 3 gear bikes makes it very easy to pedal around. Adjustable seat height makes it easy to ride. I did a lot of point-to-point rides in Manhattan. The bike lanes and city nav on the mobile made travel a breeze. Appreciated the little carrier ahead of the handle bar. All in all a green ride, hassle free, soaked up the city scenes as I road."
Earl C,,4,09/03/2016,Biiking through Central Park!!,"My wife and I enjoyed renting and riding bikes from Citibikes in New York. The process was relatively easy, and the bikes were clean and in pretty good shape. The baskets on the front were definitely a positive and easy to use. Unfortunately, you have to check in every 30 minutes to avoid extra charges. This is what prevented me from giving them 5 stars. This is a major inconvenience especially since Central Park is so huge!! They should have trackers in the bikes if they are concerned with them being stolen, and they should give you at least an hour or more before having to check it in between rides if you rent it for the entire 24 hour, or daily rate. You need at least an hour of cardio on a bike for it to be advantageous, and you don't want to have to worry about where the nearest check in station is, until after that hour is over.Try to fix that, and you will have more users.Thanks.EC."
H E,"Ottawa, Canada",5,09/03/2016,A different view to NYC,"We really enjoyed using Citi Bike. we rented it for 24 hrs. It gave us a whole different view of NYC. We started near Wall Street. we took the west side path along the water. It was really great. We had no issue with the 30 minutes limit. There were already several station along the bike path. We just choose the stations with high inventory just in case. Keep in mind that you will need to leave the bike for 2 minutes after every 30 minutes. In our case, we needed to rest since it was a very hot day. Also, please keep in mind that it you would like to get another code, for whatever reason, you will need to wait 5 minutes for the old code to expire.Another tip, make sure that your bike is in a good shape before entering the code specially the seats. Some of the seats don't stay in place even after being tightened.The iPhone app is great."
Joannie707,"London, United Kingdom",5,09/02/2016,A great way to see NYC,The Citi bike system is the same as the bike hire system in London. You can have as many 30 minute rides as you want in 24 hours for around $14 but if you go over 30 minutes on any of the rides you will be charged extra. As long as you make sure you know the location of the docking stations and use an app to check spaces and bike availability you will find it great. It is the perfect way to get around New York but try and keep to bike lanes. We cycled up to the bike route that runs all along the Hudson. It's a great day out if the weather is good. You can also go across to Brooklyn and dock and pick up bikes there. Just keep an eye on the time to get the best value.
TeyG86,"Gold Coast, Australia",5,09/01/2016,A NYC Must Do!,"What a great way to get around NYC!So much fun, comfortable to ride and easy to get used to (as long as you find one way streets, preferably with bike lanes) Cars are pretty good at navigating around you... as are pedestrians. Used by many NY locals with annual passes.Tip- even if you are only using for a few days, you may be better off paying for monthly pass rather than the $12ea p/day.Now the negatives... Be sure to dock your bike correctly (when you see a green light) Otherwise you'll find yourself in a panicked Taxi ride back to its location hoping you aren't going to be charged $1200 for a lost bike. Some docks are busted.Also: using the website that shows you docking stations and bike availability is not always updated and we would get there to find it completely empty!Last small negative... they dont have baskets or bottle holders. Just a gap at front with a rope so have a suitable size bag or bumbag/ fanny pack you can hold your belongings in."
Tramble  T. T,"Philadelphia, United States",4,08/31/2016,Bike rental in NYC,The change to a 24 hour rental from last year's system of having a half hour rental is discouraging for out-of-town renters.
Varun J,,5,08/28/2016,"Very convinient, best way to explore the city","You can find the citi bike stand almost anywhere in Manhattan and are really worth the price. There are dedicated lanes for cycles in most of the avenues and if you are even decent at cycling, then this is the way to explore the city"
Hanne1178,"Oslo, Norway",5,08/26/2016,New York by bike,"We are a couple, both 50. We spent a week in New York August-16. This time we chose Citi Bikes instead of taxi and the subway. It cost $12 for one day, or $24 for three days. We biked around in all district on Manhatten, and we took Williamsburg bridge to Brooklyn, and Brooklyn bridge back to Manhatten. This was great! You rent a bike for 30 min at a time. That is ok because there is also a station nearby. We just switched bikes when we needed a bike longer than 30 min. If you do not return the bike within 30 min, you will get a $8 pr 15 minutes.We downloaded an app with all the stations.The cardrivers in NY is used to bikers, and there are bike lanes in many streets. We felt safe.We highly recommend Citi Bikes! "
Crossonero9,"Milan, Italy",5,08/23/2016,Loved the experience,"I was completely against it but worked out well, easy to use kiosk and plenty of stations to return, rented on 33rd street and returned by museum in central park then used it to go back to times square. When you want to rent a new one just press the green button, insert credit card used, select number of bikes and you'll get a new code. You get confirmation that you return bikes once locked as well, worked well and great communication. It was crazy driving them around the city but they worked well and they were easy to use, I hadn't used a bike in like 10 years."
Bo Z,"New York City, New York",3,08/17/2016,I will go other bike renting if I options,The Citi overcharged me $34 except for the daily renting. I am still in the process of dispute. We will see.
robcurtross,"New York City, New York",3,08/16/2016,Variable,"I went to early adopter with a year long pass a few years ago, but I have moved to three day and seven-day passes depending on what my hiking and biking plans.The bikes could be great or could have technical problems and it's not easy to decide until you start riding. It's part of the adventure, of course.And, the app TD works pretty well.Just be prepared to hike or take the train or even a cab."
Christina J,"Brisbane, Queensland, Australia",4,08/16/2016,Best way to get around NYC,"I was staying with a friend in Brooklyn for the weekend and used the citibikes to get around. It worked perfectly and we did the whole of Manhattan as well as the Brooklyn side. Had to stop and change bikes every 30 min, since some of our rides were longer than that. Some stations were a bit temperamental and didn't always want to release the bikes the first go. I used 20 different bikes over the weekend and only one had problems with the gears. All the other were in good shape. Lots of stations everywhere and easy to find with the gps component in the station map. I would definitely use the citibikes next time I get back to NYC. I'm just hoping it won't be 110F again. "
jouk-7,manchester uk,4,08/14/2016,30 minutes as many times as you want in nyc for 24 hours,"good locations all over the city, but can be a little tricky getting to your next stop within the 30 minutes time limit unless you want to pay a bit extra happier to bike on paths than in traffic as a tourist but good way round the park and also round less crowded areas"
