,review_ratings,review_date,review_text
262,5.0,6/3/2013,"I'll wade into the subjective waters on this, since Grant's review perfectly sums up the facts and details of the bike share. I don't mind getting opinionated on something I love this much--after all, we're on Yelp.After using the Bixi bike share system in Montreal two years back for an entire vacation (literally, we took them everywhere we needed to go), I was 100% sold on bike shares and having a program in NYC. I waited and prayed, and although I'm never one to salivate over huge corporations slapping their name all over a good thing, I was ecstatic when I found out NYC was going to get a large-scale bike share. It's a profoundly easy, healthy, affordable, and beautiful way to see any city, but especially one as crowded as New York. Subways get aggressively packed and torturous in the warm weather, driving means a constant game of ""which streets are impassable,"" and riding my own cycle means always worrying about damage, theft, and finding a legit bike rack. Walking is a wonderful means to get around the city, but cycling is really my ideal method of moving from point A to point B. You can stop whenever you want, you can be fast, slow, on time, late, it's all up to you. You cover more ground. And a bike share enables you to reap all the benefits of riding a bike in a city without any of the worry about carrying a lock and stressing about coming back to a stripped frame. I took my first ride this past weekend, from the 34th street ferry pier down to Wall street, and it was fantastic. I was transported back to my vacation in Montreal--no worrying about train lines or walking 10 miles, just pure cycle transportation. We definitely ran into a few hiccups--one station by Liberty and Broadway was totally non-functional, another by Battery Park City gave us red lights on our fresh pass-codes until we retried the whole process from the start. And our final docking point at west 14th street gave me a yellow light but wouldn't let me remove and re-dock the bike. But in the end we figured it all out, and I'm still 100% supportive of this program. Will Citi Bike mean the removal of some local bike racks? Probably. The loss of valuable parking spots? Absolutely. The fiery-eyed malice of some NIMBY residents? You already know. But once we get past the initial kinks, this will be a perfect addition to NYC's intricate transportation network--it will bridge commute gaps and allow everyone to see their city in a new (and, I believe, better) way. My one real suggestion is that they increase the time for both pass and member riders by 15 minutes each (making it 45 for pass-holders and 1 hour for members...NYC is a big place).Here are my PRO-TIPS for newcomers:- Download the ""City Bikes"" and ""Ride the City"" apps for station locations and best routes. The Citi Bike app kind of sucks and is quite crash-prone.- Always check over the bike(s) BEFORE paying/undocking. This way you'll have a winner without starting your timer (passes get 30-minute trips, annual members get 45-minutes per ride). This means checking the tires for good pressure, the bell, brake tension, seat height (remember your number for future rides) and spinning the wheels to make sure they're not bent or have locked-up brakes.- Plan your route before undocking to avoid dreaded u-turns and stops that lead to late fees on your trip- Lift the bike back from underneath the saddle and pull back on the handlebars to undock. Use a bit of force to knock it back into the dock when finished- Make good use of your bell, stay away from driver-side car doors, always stop at red lights (and avoid the $200 ticket I once had to pay), and never swerve through crowds of people.- Be patient and open-minded. This is a new thing for NYC, and it takes some time to make it all work smoothly. Don't hate the whole idea of a bike share just because you have a few problems here and there--it'll get sorted out soon enough.- Wear a helmet. Seriously. Even if you think it's ridiculous. Better yet, if you're laughing right now, go to a LBS to get fitted for your proper size because I'm certain you have no idea how to wear one properly."
263,2.0,11/4/2015,"This may be a useful service for those in town for a few days, but I would recommend just going to a local business. I tried to use it for commuting to work but after two weeks had so many technical difficulties I had to go back to public transportation. Two days ago I got a broken bike, docked at the next station and was told I had to wait 2 minutes before renting another bike. Ten minutes later I still couldn't get a new bike and had to walk another ten minutes to the next station, making me late for work. Today I docked my bike, got the ""green light"" that it was secure, then four hours later received an email that my bike hadn't been returned. The customer service rep insisted I hadn't gotten a green light. Curious how they are so confident in their technology when they must know all the issues that people are having."
264,2.0,11/4/2015,"This could be a great thing but poor customer service and logistics are not letting it live up to it's potential. I use Citibike around Manhattan and as part of my daily commute. Unfortunately, there are issues with getting the bikes where they need to be. There are at least 6 docks within 2 blocks of Penn Station. When getting in to Penn Station before 7am I should be able to find a bike closer than the 6 blocks I have to walk regularly. When attempting to return them in the West Village or East Side I find where all the bikes actually are as it's difficult to find an empty dock to drop off. Emails and calls to the customer service line go without a response. Very unfortunate that such a spectacular idea is being so terribly mismanaged."
265,3.0,12/30/2013,"Oh Citi Bike, was there a more polarizing program over the past year?There's still so much that has to be tweaked with this bike sharing program, but I still stand firm in believing that we are saving the planet and helping people get around a little easier by having it available to us. The biggest problem for me is still the lack of docking stations. It's just not practical to get to a station and not have an open dock to leave the bike! Even if the research shows less demand in certain areas, you need to think ahead and add more docks there anyway! Many folks are using these bikes to get to work and it's an added stress to get there and have to wait for a spot to open or scour the area for another station. Please add more docks in more locations, including parts of Brooklyn, and this will eventually be 5 stars because it's a GREAT idea. It stays at 3 for now as a tourist attraction and not a guarantee for people who live here and rely on it as a form of transportation...You can't keep every irresponsible rider from getting on one of these, so I'm not factoring in the hazard they bring to the road, but with adjustments over time this will be a great addition to our city."
266,4.0,9/29/2014,"I think this is a great service. So many stations and for short journeys of 30mins or less it was great. There were times that the bikes wouldn't come out, there were times where the racks were full or empty, but at the end of the day we got by. We also saw some people stealing the bikes by lifting them up and out of the holders. I hope they fix this so that prices stay low. Also they need to improve their App. It doesn't centre to where you are, and the direction function doesn't work on my iPhone 6plus. Overall riding around nyc was the highlight of the trip (aside from getting engaged!)."
267,1.0,6/23/2013,Amazing idea with very poor execution. Stations malfunction with glitches and many bikes display red lights meaning something is wrong with them. Recently spent nearly 2 hours going to 5 different stations trying to rent bikes with a friend.I purchased the one-year membership and I'm considering getting a refund.
268,4.0,11/5/2014,"believe it or not, dependng on where you are & time, depends if you get a bike, and depending on where you are & time , depends if you get parking for the bike!!! Especially DOWNTOWN NYC! Bit problematic however the idea is amazing and must give props to that."
269,5.0,2/14/2014,"4.5 round up.  Oh the subway money you save...Aside from the $$ saved (which you can then use on food and drink!!!), Citibike provides a practical, healthy way of transportation. I'm lucky and found a great deal - $50 for a year - on Gilt.  Citi Bike saves me the anxiety of having my own bike locked up outside, and lights on the bikes ensures that I have a safer night ride.  There are definite downsides, such as certain empty docks during morning hours when people are commuting to work, but over these couple months they've become pretty diligent on relocating bikes from full stations to empty ones.  If you need to dock a bike but arrive at a full one, you can get an extra 15 min. or so to find another dock.  The downside is that some docks just don't lock and you have no choice but to try another one.  What's most appealing is the amazing customer service.  I've encountered an array of problems including arriving at a dock only to discover it's boxed in by 3 feet of snow, or my key card doesn't work.  I don't know who trains them, but the call center people are the calmest, kindest call center people ever.  One thing I wish they would do is set up more docks in the Greenpoint area, where the food and art scene is growing.  I'd have to bike over a bridge to get there but....it still beats taking the G Train ;)"
270,1.0,10/10/2015,"What a deceptive pricing structure.  $9.95 for unlimited 24 hours???  Oh, but you have to stop and turn the bike in every 30 minutes or you pay exorbitant fees.  Hard to believe this is legal.  I hope once the word gets out, they will have to make a change.  I paid the 9.95 plus an additional $13.00 for 45 minute overage.  I could care less about the money, it's the fact that this was not clearly disclosed at the bike station.  I'll rent from the bike vendors that rent from the closets before I ever give CitiBikes my money."
271,1.0,7/6/2015,"Citibikes works fairly well overall.  But for users who rely on Citibikes for commuting, fairly well is not enough.  I began using the bikes for my commute from Grand Central to downtown Manhattan.  For the first year, no real problems.  This year, no bikes at Grand Central. Not one at the over 100 available bike racks at Pershing Square North and South. Not on 43rd and Vanderbilt. Not at any stations nearby. I have emailed and called in numerous complaints, but it has not helped.  The customer service center, located in North Carolina apparently, can only send emails to the ""re-balancing"" unit, same as the customers.  Its a shame because I see approximately 10 bikers scrambling around looking for bikes each day to get to their jobs.  Citibikes is losing customers, not gaining them.   Today, for example, I checked the app and website starting at 5 a.m.  I stopped at 7:30 a.m, no bikes were restocked at Grand Central during that time period.  How can Citibikes hope to be in existence if the busiest bike racks in the city are not stocked during rush hour? Not having bikes at Grand Central during the morning commute is just insane.Sounds like the program is self-sabotaging intentionally.  Maybe the powers that be do not want the program around."
272,5.0,6/1/2014,This concept and company is awesome!!! So easy to use and cheap . Cost 9.95 for a day and so worth it . I'm visiting my from Cali and between the trains and buses it gets expensive . Great deal and you get to see so much more of the city with them . Multiple locations and they have an app for the iPhone so you and find drop off locations all over the place !!! I will defiantly be using this company forge remainder of my stay and the next time I come back !!! Awesome idea !!!
273,1.0,9/15/2015,Total rip off. Very unclear information on that you basically have to bring back your bike every 30 minutes before ending up with charges of crazy fees on the bikes. We've only rented 2 bikes for about 2 hours and being charged crazy amount of money. Never again!!Unfortunate to see that companies trying to make money by ripping off people.
274,4.0,6/6/2013,"I took my first Citibike out today from 51st & 5th to Union Square and it was a blast.  I had no trouble finding a spot to park my bike at the docking station (16th & 5th).  I wish there was some kind of paper that spit out of the machine to give you your passcode.  Other than that, I'm excited about the option to ride a bike.  It took me only 15 minutes to get to Union Square.  The bike is very heavy but that's to be expected since they have to be sturdy.  It's definitely not very nimble but I enjoyed my ride and I got my heart rate up.  I've ridden my bike all over Manhattan when I lived in the city and like then, the biggest challenge is pedestrians.  They're just not looking for bicycles so you have to be careful but that has nothing to do with Citi Bike. An option to rent a helmut might  be a good idea."
275,1.0,5/30/2015,This is such a stupid concept. All it does is waste parking spaces. You can't use the bike more than 30 minutes with out absurd over charge fees. Why not have a program to rent for Leisure riding since if you are a tourist that is convenient ..As always in New York- nothing is easy and you spend half hour time on phone with customer service .. Either get rid of program or make it useful
276,4.0,7/24/2013,"I like Citibike, easy way to get around, great cheap yearly plan, easiest way to get across town, it is great, EXCEPT... when you are a few minutes from home and every rack is full in the East Village!  I went around for an extra 25 minutes looking for a rack to park the bike, I went to 6 racks in the area and found nothing, and the ones that were available did not work.  Oh well... still a work in progress but I'm still a fan.And to the little punk putting dirty sticky stuff on the seats of all the Citibikes in the East Village, karma will catch up to you!"
277,5.0,6/24/2016,"Long overdue that I update this review.  They made all the changes I wished for and more.   Theyve implemented valet system to deal with overcrowded docks, they've improved docking with beeps so you know it worked.  They've dramatically improved coverage all over the city including in Williamsburg.  The annual cost increased to $160 but that is worth every penny.  It has saved me thousands on cab rides and given me the super power of being able to cut accross town in traffic jams in minutes.   Its given me breezy pleasure rides all over the city.  Its allowed me the peace of mind to know I can get the 30 blocks from my office to my son's school in an emergency in 10 minutes, a trip that would be 20 minutes by cab and 30 by public transit.    Its given me the option of a quick 2 minute ride up to the L train instead of the usual plodding 8 minute walk.   Its given me the convenience of open jawed transit when I enjoy the downhill ride one way and not the uphill ride back :)   Instead of wandering around with my old bike looking for somewhere to lock it for 15 minutes and wrestling the$100  lock around it and still not knowing if it will be there when i get back, with citi i can just click it into place and forget about it.    I LOVE CITIBIKE!!!!!!  NOTE: This is a review of the ANNUAL MEMBERSHIP.  I dont have to deal with any nonsense like entering codes,  I have no interface with the screen.    I just have to dip the FOB and go.  I highly recommend the annual membership."
278,4.0,7/13/2013,"I bought an annual membership in mid-June, and despite a warning about a 10-day wait, it arrived in exactly a week.  On my first day using Citibike I rode from eastern Prospect Heights to FiDi in Manhattan, and then to Bed Stuy.  The journey took me through 3 bikes, and a short subway ride because of a rain burst, but was overall a positive experience.  First, and for me a slight negative, is that these bikes are VERY heavy.  I've been riding in the city for about a year, and had a hard time initially mounting and steering the bike because of it's unusual weight.  Once I figured that out, it was relatively smooth sailing.  Because it did take so long to adjust to the bike, I found myself close to the 40 minute mark as I approached the Brooklyn Bridge, so I had to stop and swap out bikes near the bridge to avoid running over time.  But the swap was a breeze.On the way back from Manhattan, it started raining.  I had the freedom to just corral the bike into the Citi bike stand and jump on the subway.  The wait for the subway at Manhattan's Fulton street, quickly reminded me of what a drag it is to ride subways on the weekend.  Most of the train lines had been diverted because of weekend construction, and I had to wait on a too hot and too crowded 2/3 platform for what seemed like 20 minutes for a train.  Once in Brooklyn, I stopped at Trader Joes @ Atlantic and Court Streets.  I would eager to see if my single paper bag of groceries would fit into the Citibike basket.  I was able to just squeeze it in there, and ride a Citibike home."
279,2.0,8/11/2015,"Since they updated the stations' systems my experience has been much better. In the past, I would struggle to take bikes out or return them to the stations' slots. Many slots would be broken and I would frequently get a red light while trying to take bikes out. Now, I don't really have that problem anymore, but I am disappointed with the new bike designs. I can feel that the new bikes have much better brakes, which have drastically reduced stopping distance while retaining control (helps with close calls with tourists). However, the weight of the bikes remains unchanged. These bikes are so unbelievably heavy!!!!! They are ok on downhills and flat ground but even the slightest incline is sure to work up a sweat. Even moving them in or out of slots can be a workout. I also wish they could go faster, maybe a 4th gear? I am considering canceling my membership and buying my own bike due to the weight. It is really bothering me.Edit: I cancelled my membership. The bikes are just too freaking heavy, it's not pleasurable to ride. Even in third gear you'll be pedaling very hard yet the bike barely moves. It's just a pathetic design. Also, if you ever get in a dispute with them good luck. There's no way to appeal, they just take money out of your account. This will definitely lead to a lawsuit someday."
280,1.0,1/19/2017,"Because I work later hours, there are usually no bikes available (although there were plenty when I first joined).  Complaints to CitiBike have been largely ignored and they won't let me out of my yearly contract, so I'm forced to pay every month for something that isn't even available to me.  Huge waste."
281,3.0,8/8/2013,"I feel like I need to write two separate review for the two experience I had with Citi Bike.On day one we decided to try this out to get around as opposed to paying $2.50 every time we hopped on the subway. What we loved about this program is the designated bike lanes on the NY streets which made it safer to navigate all of the streets. Each station had a map that showed us what was around and where the closet station were. We had such a great time going from neighborhood to neighborhood. It was so easy to use the system, I even raved about it on Facebook because I liked it that much. It was also just fun to be on a bike again. There were plenty of biked and docks at each station, it seemed to seamless. I could give it 5 stars hand down.On day two we went out to the closet Citibike station and no bikes were there even though the app said that there were 18 bikes available. So i checked the app and it said there were 6 at the next station but when we walked there - No bikes. This happened at the next 5 stations. It was so frustrating to find station after station empty. When we finally found one with bikes, it was out of order, this happened with the next three stations. Twice I tried to call customer service to get a sense of what station we could find bikes and twice I waited for 20+ minutes before hanging up. We ended up just taking the metro which was disappointing because we had paid for a 24 hour pass and only had the chance to use it for 6 hours. Eventually we found some bikes in Times Square and rode the back to our hotel. Today I would give it 1 star. So there it is 5 stars for one experience, 1 star for the other. Now granted my first one was in the middle of the afternoon on a weekday and the next one was in the morning on a weekday - so I only thought it fair to average the ratings."
282,4.0,4/14/2015,"I've been a member for a year and a half and up until yesterday I've had few problems.Yes, it's true that sometimes it can be hard to find a free docking station and individual docks sometimes don't work. Yesterday, however, I took a bike at 14th street and fifteen minutes later docked it at 29th street.The next day I got an email from Citi bike saying that I hadn't returned the bike and they were charging my card  for all the hours until  the bike is returned. I emailed back explaining what I had done. It took another day for them to get back to me, saying that the bike had turned up and my card had not been charged. Nevertheless I spent an uncomfortable day thinking that I would be charged $1500 for a stolen bike. It turned out OK in the end. But because you don't get a receipt when the bike is returned I had no way to prove that what I said was true. This has soured me a bit on what has been a great and inexpensive way to get around town."
283,4.0,8/9/2013,"After a month of using the citibike, I have become obsessed.I check the the site and the internet for news of their progress installing new stations nightly.Of course, citibike is being tight lipped.  So excited for further penetration into Williamsburg.I have the yearly pass, which makes checking the bikes out super quick. I remember with frustration the long process getting a code to check out a bike before my yearly pass card came.  The bikes are heavy and the tires are often low.  You have to learn the quirks of your neighborhood.  I have been leaving for work earlier since you can't get a bike after 9 AM in the Williamsburg side of the Williamsburg bridge.But after two weeks of commuting to Wall Street on a citibike, I can see the changes in my figure.  it beats the subway.  It's faster for me to bike to work than take the subway.  it's cheaper, and I get a workout.  I'm debating purchasing a better lighter bike.  But I love the dock it and forget about it convenience of citibike.The other night I had a really great experience with citibike. I was able to get from 16th and Union Square West to Washington Square Park South in 5 minutes.  Try that walking or in a cab.  For short trips with less popular stations, you've hit the jackpot.I may end up getting a bike, but use citibike as well.  For my morning commute, a faster, lighter bike would be nice.  but then maybe it wouldn't be such a great workout.    And if I get a good bike, I'll have to worry about theft or vandalism.Really, I hope that citibike takes some of the 10 million in subscription fees to add more stations and hire more bike maintainers.  It's been frustrating the lack of communication.  They say they're going to double the number of stations.  But they don't say when.  Can't you just give us a hint of the timeline?I'm a fan, but hoping for better management."
284,1.0,8/5/2013,I as charged $8 for being 7 seconds and 14 seconds over...Customer service WHAT THE FUCK!!!I have used bike system in Paris and in Montreal that where much easier and cheaper.
285,4.0,6/18/2013,"I enjoyed my week on a citibike, it came in handy at times. The locations were plentiful, and the bike was a lot of fun. I'm sold. The advantages outweigh the drawbacks, and I'm glad these bikes are keeping this city out of the red."
286,1.0,9/26/2016,"What a rif off.  First off,   the bikes are awful and there is no where to park them.  so if you plan on saving time by using one of these to commute, think again.  you won't be able to find a place to dock them once you take them out.  On top of that if you go over 30 minutes, be prepared to get ripped off.  We rented two bikes for 24 hours.  We went over the 30 minutes by 11 minutes and we were charged $43.  Stay away from this crooked bike share program.  this is what happens when you mix a bank with biking.   Rent a bike from a local bike rental shop."
287,1.0,7/21/2015,"waste of money. Overcharge fees can exceed the daily rate, you can't bike anywhere north of 57th, and you have to constantly return the bike, wait 2 minutes, and then take out the same bike if you wanna bike any significant distance. Go to Talent Cycles or any other reasonable bike rental for a 24 rental that includes a helmet and lock and enjoy your freedom."
288,4.0,7/16/2015,"As what others complaining about the overcharged fees and deposit, but I felt grateful that I spoke with a customer representative  which  polite and professional and he helps me to submit the refund! Thank you!"
289,3.0,7/26/2013,"Disappointed in the overall operations but still love the concept and suspect it will continue to catch on.Considering Citi Bike services are provided by the same company (Alta Bicycle Share) that has been providing these services for large cities globally for many years, I'm constantly surprised that the operations aren't as smooth as they should be. This is not a new concept. I've used them in Montreal, Paris, and Melbourne and always had great experiences. So I was thrilled when I heard they were coming to NYC. Considering Alta's vast experience and all of the cities previously launched, one would think the kinks in service would have been worked out but (1) the app is definitely never reliable, (2) there are often broken bikes that can't be retrieved, and (3) it's very common to find a station completely FULL when you need to return a bike and completely EMPTY when you need to pick one up.The one time I did have to call customer service (which granted was the same day they launched) they were a bit clueless with how to even help me. After checking that my key was active, they basically just told me to go try a different station, which I did, and I was able to retrieve a bike. Good thing the stations are plentiful and not too far from one another."
290,3.0,7/13/2013,"Pros: its cheap, its fun, healthy, its a great thing the city has sponsored, cons:* DEEP BREATH*  - they held 100$ DEPOSIT FOR 8 DAYS!! customer service is confused, you have to dock your bike EVERY 30 mins, so if you dont know the city, this is not for you, sometimes the docks dont work!! by the time you call customer service 30 mins are up, you are more worried to dock your bike than to enjoy the experience of riding through the city. its only for mid to downtown, SO if you live uptown manhattan there is no bikes (not surprised) .... if your bike gets stolen or whatver they can charge you $1000 FOR A RAGGEDY bike. OVERALL i like it but would not recommend it for a tourist, this is more ideal for a person who knows the city, has little trips to make, perhaps lives and works in the mid to downtown area then this would be ideal.  Its very cheap, and healthy so i enjoyed it but its more to run errands than anything."
291,5.0,6/4/2013,"I love citibioke. I like the concept. I feel its a great parallel transportation system which has the potential to become as useful as the subway. I love the part where its a flat 100$ fee. .The one way rental is also an amazing concept. The only problem is that some racks are full, and they may want to reconsider their disribution of bikes, but thats a small problem, not worth taking a star away."
292,1.0,6/8/2015,"I really thought this would be a fun experience, I'll just save you some time DON'T :("
293,4.0,8/9/2013,It's been a couple of weeks now riding the Citibike and with it's growing popularity i've seen instances of full docks or no bikes when i need one especially during rush hour. In residential areas i'm seeing not enough bikes in the morning and in corporate areas full docks. Also some maintenance issues with the bikes as well. As with any new service they have to work out the kinks and hopefully the demand will be met. Still a fan though but due to it's growing pains i'll have to drop it down a star.
294,3.0,8/4/2013,"I am giving my review as a joy rider. My husband and I were looking for something cheap to do this weekend and decided to rent bikes. I read the reviews first, so I'm just going to cut to the chase and put info that I wish I knew:1. My biggest concern: You can put your bag in the holder and it is completely snug. I recommend ladies totes and small messengers for the best fit. You need to make sure it is at least a big hand width and a big hand wide or it too small. Likewise if your height of bag is larger than a men's 10 shoe size, you need to squish like crazy. 2. We just needed a 24 hour rental pass to get the bikes out. We went to a station that had many bikes there and it took us 3 new codes and about 20 minutes because we couldn't get ANY of the bikes out!! Called customer service which was about a 15 minute wait. It is really obviously they are tweaking the bugs out. On the other hand, people with an annual drove by, picked the bikes up, and zoomed out of there.3. These bikes are HEAVY. THEY SUCK AT HILLS. Also they seem really dangerous for street riding. Have you ever noticed that hardcore bikers in the city have really thin, lightweight bikes? This is for a reason. These bikes are the exact opposite. 4. We docked our bike and were able to take the same ones out 1 minute later we just previously docked. Yay? If you are debating on trading in your bike for these set of wheels: don't. Having 30-45 minutes to put your bike back and retake your bike is annoying. For pleasure rides, try it. It's a cool experiment. For a lifestyle, there's a lot to work out."
295,4.0,7/25/2013,"I am a Citibike fan, for sure. Been using the service now for two weeks and as a way to commute it rocks. They still have a few things to get right. The App is not accurate as far as telling you what bikes are available on which docks. Also I witnessed employees taking bikes away from Mid-town in the morning which is very logical and works. However I think that they should be faster at this service I arrived in Mid-town this morning at 8 AM and the dock was already full. The concept is great and I am sure will take off, they do need to get some of the details right they will lose don't forget this is New York and we demand the best.Updated thoughts. It is great. The app is better and the traffic is getting more used to bikes. They are said to be rolling out a lot more bikes which will be good. Still have the issue of Mid town scarcity at 6 PM. Very much enjoying the service."
296,1.0,7/30/2016,"This company is a prime example of a victim of its own success. Amazing idea but horrible execution. Had an awful experience when my girl friends and I rented bikes for the day--would never recommend. First of all, the 30-min bike exchange rule is written in tiny print and extremely easy to miss. Not only that, but the rule is very inconvenient and makes it difficult to have an enjoyable ride. Moreover, biking to any place that does not have many citi bike stops is impossible without being charged a fortune extra for surpassing the allotted 30 minutes. More than that, Citi bike technology is very buggy. It happened twice that when we went to get a bike, the kiosk said that there were no bikes left when there were many checked in. Also, it happened twice that we tried to put bikes back in, and the machine would not register that the bike had been replaced, hence not allowing us to take out another bike and putting us at risk for overcharging based on the 30 minute rule. The telephone service desk was rude and not very helpful, and did not offer great solutions to our problems. They also put us on hold for long periods of time (most likely due to the fact that many people were calling complaining about similar glitches...). Again, I think the idea of Citi bike is amazing, but this company has done an exceptionally poor job implementing and running their bikes all over the world, but especially in NYC. Such a disappointment and an overall downer on an otherwise good day."
297,1.0,7/28/2016,Citibike is a total scam. They will charge your credit card for things you shouldn't be responsible for like having to ride around in circles for half an hour looking for an empty dock because the app doesn't work properly then they refuse to refund the overcharge. You won't get anywhere calling or opening a bank dispute. I will not be renewing because of this. It's a shame because it's very handy. I miss the days when the customer was always right. Now it's the customer is always wrong...
298,5.0,12/26/2015,"Woohoo !  More stations have opened. I can not say enough positives about Citi Bike.  I LOVE IT !  If you live in the city and you are physically able to ride you owe it to yourself to join. Just be careful riding (more protected lanes DeBlassio ! It's the only issue I'll be voting on come next election).  And please ignore all the reviews (which you will see are mostly from visitors) that can't figure out its a means of transportation not a bike rental store for tourists.  Hence, you must return the bike to a station in less than 30 minutes (45 minutes for annual members).  Which is plenty of time. And if you are going a long distance just dock your bike and wait 30 seconds for it to register and take out another bike.  Rinse and repeat."
299,1.0,5/8/2015,"Once again not a city bike to be found in the East Village and its only 2:30 in the afternoon. This happens every day. no bike for you need a bike, no spaces when you have a bike to park"
300,3.0,2/6/2015,"Pros:- Solid bike - I've never had a problem with the bike itself.- Security - I had my personal bike stolen in NYC and I'm sure a replacement would get stolen too. For the price of an annual membership, you could buy 1/2 of a bad bike and it would be stolen in 1 year. - Safety - these things don't go too fast and have bright lights. I think they publish stats that say nobody has ever died on a Citi Bike, probably due to the low speeds, lights, maybe bike lanes too.- Geography - these are great if you live below 60th St. in Manhattan or around BK Heights to West Williamsburg. Not great if you live elsewhere. See Cons.- Price - for the $100-$150 you couldn't buy a bike (and if you did it would be unsafe and probably quickly stolen.). For the price you could hardly even get annual maintenance to a bike.- Support - they pick up the phone when you call and solve your issue. There have been times that the station has not registered that I've returned the bike, but phone support locates the bike and fixes the problem without making you feel like you stole the bike.- Data - they open source the data so anyone can use it for 3rd party apps, analysis, etc...Cons:- Geography - you can't get far on these bikes because the station footprint is limited. Also, they charge you if you keep a bike for more than 45 minutes.- Danger! - the streets of NYC are a dangerous place! The police give you tickets! Deliverymen ride the wrong way in bike lanes! Everyone parks in bike lanes! Stay safe!- Don't ride too long - you won't find a station to return the bike and you'll get charged- Learning the System/Available parking - if you try and return it to a more residential area late at night, it's tough to find parking. Riding around looking for parking sucks."
301,2.0,8/5/2013,"I was so excited to see upon returning to work in NYC that the CitiBike service was available.  I quickly signed up for a yearly pass so I could avoid the least favorite part of my long commute - the subway.  Seeing that I had three stations near me, I thought I should be in good shape for getting a bike anytime that I needed one.  Unfortunately, that has not been the case and seeing that I work at a college and it is summer, it will only get worse when the students return. In addition to getting a bike, returning bikes at Penn Station has been a nightmare.  At 5PM rush time, everyone is returning bikes to Penn Station.  I have missed my train several times due to having to hunt or wait for an open station to dock my bike.  When I wrote Citibike, they didn't seem to care one way or the other.I have also had trouble docking bikes.  Getting the bike locked into place is more difficult than it should be.  In the time I have had my account, it is rare that I do not have some sort of problem with a station.  I really wanted this to work out but it looks like I will be buying a folding bike so I can have reliable transportation back and forth to work.  Citibike is a great idea but the execution is poor - hence the 2 star rating.  I would not recommend using Citibike for transportation you have to count on.  For the occasional bike ride it is a good deal."
302,5.0,10/10/2013,"Citi Bike's are a great way to see the sights or simply to get around.We rode the Citi Bikes from Chelsea to Tribeca and it was way better than walking or taking a subway. Watch where you're going and pay attention, and you'll have no problems with the Citi Bike."
303,4.0,9/15/2013,"I was a fan from using it on a trip to Montreal, and got my annual membership key before it started.It is really helpful avoiding multi-transfer trips on the subway, and to reach places with few subway lines.  And given the limited numbers of Select Bus Service lines (what's up with that?), it is a great option.Love the station density, and hope they don't make DC's mistake of scattering stations too far from each other as it expands.And the system seems to be getting better at rebalancing and maintenance since the first few weeks.  My complaint is more about the quality of NYC's bike lanes, and the timing of traffic lights.  It seems on the protected bike lanes (called ""Green Lanes"" in some places), the lights don't allow for a rider to travel more than a few blocks before having to stop for a red light.  To encourage faster trips, time the lights so bikes can ride a lot of blocks.  It is A LOT easier for a driver to brake than for a cyclist to stop.  This is called the ""Green Wave"" in other cities."
304,1.0,6/1/2014,"No need to add to the dozens of comments about non-functioning stations and not enough bikes and/or docks, but I will say this: Either the city needs to invest in the program, or Citibank needs to realize its reputation is going to suffer by having its name on a program that has so many flaws. Not everything can be entirely run by the private sector, especially something like this which is quickly becoming a major form of transportation meant to supplement subways, buses and taxis."
305,2.0,5/15/2016,Very disappointed lately by Citibike. I bought a year pass and live in Brooklyn Heights. Lately the Clark St and Columbia Heights stations are empty almost every time I need to use them. The bikes are often in very bad shape. They really need to refill stations and do something now. The docks many times do not work. The new bikes are very nice if you can find them. But honestly it's become a service I pay for that no longer works in my neighborhood. I am going to request a refund.
